Encoded SMILES,log P,Exact cone angle ($^\circ$)
[Li]<-n1ccc(C=NO)cc1,0.8896999999999999,130.306639322083
[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1C#Cc1ccc(C)cc1,5.153020000000004,222.08332845275814
[Li]<-n1c(C)cc(OC)n1-c1ccccc1,2.1893200000000004,175.4617058414509
[Li]<-P(c1ccccc1)(N1CCCC1)N1CCCC1,2.8154000000000012,160.06387332664985
[Li]<-N(C)=Cc1ccccc1,1.7353,171.4311421553035
[Li]<-P(c1ccc(N(C)C)cc1)(C(C)(C)C)C(C)(C)C,4.456800000000004,178.43668983784656
[Li]<-n1[nH]c(C)cc1N1C(=O)C2=[S+]CCSC2=C1[O-],-0.40408,189.19221792144785
[Li]<-P(Cc1ccccn1)(C(C)C)C(C)C,3.8803000000000027,167.91154308434233
[Li]<-P(c1ccccc1)(c1ccccc1)c1ccc(C(=O)ON2C(=O)CCC2=O)cc1,2.6656000000000004,158.4533232442437
[Li]<-n1cccc2cccc(CP(=O)(OCC)OCC)c21,4.000900000000003,188.15200548486482
[Li]<-n1ccc(C(=O)OCC)cc1,1.2583,124.70027197563762
[Li]<-N(=Cc1ccco1)N=Cc1ccco1,2.3256000000000006,180.0231124996275
[Li]<-n1cccc2ccc3ccc(N(C)C)nc3c21,2.849000000000001,190.50862854579717
[Li]<-N1=C(C)ON(C)C1c1ccc(OC)cc1,1.9892,139.10539921481168
[Li]<-p1c(-c2ccc(C)cc2)oc2ccccc21,4.988320000000003,151.39794149716457
[Li]<-P12OCC(CC)(CO1)CO2,1.6866999999999999,110.18954342810142
[Be]=[C]1C(N(C(C)C)C(C)C)=C1N(C(C)C)C(C)C,3.530490000000002,176.3412921464428
[Be]=[C]1N(C)C=CN1CCCC#C,1.11469,196.36408614188394
[Li]<-Nc1ccc(S(N)(=O)=O)cc1,-0.08380000000000004,123.1282059120285
[Li]<-n1ccccc1-c1nc2ccccc2nc1C(C)c1ccccn1,4.2386000000000035,179.90981921046708
[Be]=[C]1N(C)C=CN1C1c2ccccc2C=Cc2ccccc21,3.9746900000000034,216.99900366815078
[Li]<-Nc1ccc(C)c2occc(=O)c12,1.68362,125.85904591722051
[Li]<-P1(C(C)(C)C)OP(Cl)OC1C(C)(C)C,5.066500000000004,153.22106963361415
[Be]=[C]1N(Cc2ccccc2)C=CN1Cc1cc(=O)oc2c(C)c(C)ccc12,4.195130000000003,219.72900507724538
[Li]<-P(=C(C#C[Si](C)(C)C)c1ccccc1)c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C,8.252100000000006,224.23147827014233
[Li]<-P(B1Nc2cccc3cccc(c23)N1)(C(C)C)C(C)C,4.960800000000003,163.78850105105016
[Li]<-O=Bc1ccccc1,0.36160000000000003,109.3842264271422
[Li]<-O=P(CP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,4.972100000000004,144.99666018663083
[Be]=[C]1N(C)c2ccccc2N1c1ccc2ccccc2c1-c1c(N2CCCC2)ccc2ccccc12,7.844390000000006,198.71612085009028
[Li]<-n1ccccc1CC,1.644,154.82758508814987
[Li]<-S(C(=C=NC1CCCCC1)c1ccccc1)C1CCCCC1,6.095800000000005,152.87606891724116
[Be]=[C](C=CC)NC,0.8206899999999999,139.19138263165743
[Li]<-N(=C1C(=O)C2(C)CCC1C2(C)C)c1ccccc1,3.7843000000000027,172.32236385583843
[Li]<-S1CC(C)=C(C)CN1c1ccc(Br)cc1,4.253700000000003,146.00947170892073
[Li]<-P1(c2ccccc2)C2CC(C(=O)OC)C1C(C)=C2C,3.073900000000001,156.57491651089805
[Li]<-N=C(CC)ON=C(C)C(=O)c1ccccc1,2.649070000000001,163.33889992744537
[Be]=[C]1N(c2c(C)cc(C)cc2C)C(CC)=C(CC)N1c1c(C)cc(C)cc1C,6.891610000000007,195.7169939114338
[Li]<-P(O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3.6857999999999995,161.81695203985527
[Li]<-n1nn(-c2ccccn2)c2ccccc21,1.8155,136.0736371118444
[Be]=[C]1N2C(=CN1c1c(C(C)C)cccc1C(C)C)C=CC=C2c1cccc2c1CCN(C)C2C1CCCCC1,8.613290000000005,251.72839289701653
[Li]<-n1csc(CCO)c1C,0.9863199999999999,135.3585158918888
[Be]=[C]1N(Cc2ccc3ccccc3c2)C=CN1C1CCCCC1,4.757590000000004,173.99995607973696
[Li]<-Nc1ccccc1[N+](=O)[O-],1.177,121.2905586852072
[Li]<-S1C=CCC1,1.637,113.71026426006998
[Li]<-p1(-c2c(C)cc(C)cc2C)p(-c2c(C)cc(C)cc2C)p1-c1c(C)cc(C)cc1C,10.389779999999993,175.77054173300698
[Li]<-N(=C(NC(C)C)NC(C)C)c1ccc(I)cc1,3.274700000000002,177.14649606964235
[Be]=[C]1N(C)C=CN1C(C)(C)C,1.49979,177.50551474410997
[Li]<-n1cccc(C(N)=S)c1,0.7158,131.71413146689963
[Li]<-P(Nc1ccc(C#N)cc1)(c1ccccc1)c1ccccc1,4.018080000000002,161.88486802653924
[Li]<-P1(c2ccccc2)C=Cc2ccccc2C=C1,4.449000000000003,165.69108692627756
[Li]<-n1ccc(-c2cc[nH]n2)cc1,1.4716999999999998,130.9460026146497
[Be]=[C]1N(c2ccc(Br)cc2)C(c2ccccc2)=NN1C(C)(C)C,4.727690000000004,201.21329595261815
[Li]<-n1[nH]c(CO)cc1C,0.21042,129.20800357800096
[Be]=[C]1N(CCCN(C)C)C=CN1Cc1ccccc1,2.22339,194.1777199859258
[Li]<-P(O)(C[Si](C)(C)C)C(O)(C(F)(F)F)C(F)(F)F,3.0662000000000016,168.9551893197655
[Li]<-N(C1CCCCC1)=[Si](C)C,2.838800000000001,140.67600706857837
[Li]<-n1nc(C)[nH]c1C,0.42153999999999997,125.81156204183415
[Li]<-P1(OC)Oc2cccc3cccc(c23)O1,3.484300000000002,120.8935960593014
[Li]<-N(=Cc1cccs1)N=Cc1cccs1,3.2626000000000017,153.43948566156476
[Li]<-n1ccccc1C=Nc1ccc(N=Nc2ccccc2)cc1,5.247600000000004,194.06810091083395
[Be]=[C]1N(Cc2ccccc2)c2cc(OCCCC)c(OCCCC)cc2N1Cc1ccccc1,7.067490000000007,169.2320339523664
[Li]<-[P]N(C(C)C)C(C)C,2.4307000000000007,128.15312605181524
[Be]=[C]1N(c2c(C)cc(C)cc2C)C=CN1C1c2ccccc2-c2ccccc21,5.9713500000000055,184.67452842370565
[Li]<-P1=C(C(C)(C)C)C2C=CC1C1C(Cl)C(Cl)C21,4.180100000000004,138.47746726940775
[Li]<-n1nn(C(C)C)nc1CC(=O)O,-0.11890000000000028,149.882966802793
[Li]<-S=C(NC(=O)c1cccs1)NC(Cc1ccccc1)C(=O)O,2.0483,158.47469583998847
[Be]=[C]=CC(=O)OC,0.02559,141.0700235778014
[Li]<-p1(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c2ccccc21,8.149600000000003,150.22743447093745
[Li]<-P(=C(Br)Br)c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C,7.027800000000006,171.197873604962
[Li]<-n1cccc(Nc2ccncc2)c1,2.2202,133.47544796421374
[Li]<-NCCN1CCCCC1,0.4309999999999996,185.40252769072058
[Li]<-n1cccc(C(=O)Nc2ccccc2Br)c1,3.096400000000001,140.6463029059686
[Li]<-n1c[nH]c(C)c1C(=O)OCC,0.89482,145.74641067442047
[Li]<-P1(OC)N(C)[C]CN1C,0.77569,149.06398050779816
[Li]<-n1ccc(-c2nc3ccccc3o2)cc1,2.889800000000001,129.99439711347947
[Li]<-P(N=c1[nH]c(C)cs1)(c1ccccc1)c1ccccc1,3.3332200000000016,184.3595459434691
[Li]<-n1ccccc1CC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,4.482400000000004,213.5091256212752
[Li]<-n1cccc(-c2ccnc(S(C)(=O)=O)n2)c1,0.9420999999999998,149.3899888998644
[Li]<-n1ccc(C=Cc2ccc(-c3ccccc3)cc2)cc1,4.919000000000004,117.08078326951966
[Li]<-n1c(C=Nc2ccc(O)cc2)ccc2ccccc21,3.6910000000000016,189.78079497392454
[Li]<-n1ccccc1C(=O)c1ccccn1,1.7075999999999998,165.64144067225504
[Li]<-N(N=C(N(C)C)N(C)C)=C(N(C)C)N(C)C,-0.14019999999999833,235.422863915982
[Li]<-S=C(NC(=O)c1ccccc1)Nc1ccccc1,2.8134000000000006,167.07649626968566
[Li]<-NCCc1ccncc1,0.5827999999999998,122.44609654182932
[Be]=[C]1N(Cc2ccccc2)c2cc(C)c(C)cc2N1Cc1ccccc1,5.326530000000004,168.54834388477195
[Li]<-N1CCSCCOCCSCC1,1.0726,216.35108510522036
[Li]<-N=C(C)N1CCNCC1,-0.11123000000000016,120.29725918770465
[Li]<-P1(Cl)OC(c2ccccc2)(c2ccccc2)C2OC(C)(C)OC2C(c2ccccc2)(c2ccccc2)O1,7.906600000000009,147.7697112478762
[Li]<-NCC#N,-0.53132,109.89398891985509
[Li]<-P(CN1CCOCC1)(CN1CCOCC1)CN1CCOCC1,0.3374000000000015,192.1228833650272
[Li]<-NN(C)C,-0.5783,128.71225970999078
[Li]<-S=c1[nH]nc(-c2cccc(OC)c2O)n1-c1ccccc1,3.311090000000002,138.55412721540966
[Be]=[C]1N(C(=Nc2c(C)cc(C)cc2C)c2ccccc2)C=CN1C(=Nc1c(C)cc(C)cc1C)c1ccccc1,8.479010000000006,241.48710499485688
[Li]<-P(OB(C1CCCCC1)C1CCCCC1)C([Si](C)(C)C)[Si](C)(C)C,7.380000000000008,164.97434332904675
[Be]=[C]1C=C(c2ccccc2)N(C)N1C,1.8584899999999998,145.9079057073703
[Li]<-P(C(Cl)=CF)(c1ccccc1)c1ccccc1,4.126500000000003,166.80423783504352
[Li]<-n1ccccc1C=C(c1ccccc1)N(CC)CC,3.9215000000000027,182.3088493823997
[Li]<-n1c(C=Nc2c(C)cc(C)cc2C)ccc2ccccc21,4.910660000000004,188.5728460705879
[Li]<-P(c1ccccc1-c1ccccc1)(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,8.398400000000004,230.43374452145252
[Li]<-n1cccc(C(=O)Nc2ccc(Cl)c3ccccc23)c1,4.140500000000002,155.27574029541418
[Be]=[C]1N(CCCC)C=CN1Cc1ccccc1,3.071790000000002,186.13487738832634
[Li]<-n1ccccc1C(OCCCC)OCCCC,3.713600000000003,177.62347442412266
[Be]=[C]1N(c2ccccn2)C2CCC(C)(N1Cc1ccccc1)C2(C)C,4.347390000000004,200.2292609719184
[Li]<-n1ccnc(C#N)c1,0.3482799999999999,126.63661910203365
[Li]<-n1cccc(CCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,6.9569000000000045,216.8502991628801
[Be]=[C]1N(C)c2ccccc2N1CSc1ccccc1,3.6888900000000024,171.85840820751207
[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)C=C(c2ccccc2)C1=O,5.173000000000005,146.30625193080945
[Li]<-S=c1ccc2ccccc2o1,3.1622900000000014,145.1429967970298
[Li]<-S=C(C)O,0.8916999999999999,117.46135317497615
[Li]<-P(F)(F)NC,1.3717,115.47894783376005
[Be]=[C]1N(CCCB2OC(C)(C)C(C)(C)O2)C=CN1c1ncccn1,2.5483900000000004,200.1953472486257
[Be]=[C](C)N(Cc1ccccc1)N(C)C,2.0238899999999997,145.35933147054868
[Li]<-[S-]c1nn(-c2ccccc2)[n+](-c2ccccc2)n1,1.4497999999999998,147.17632948316498
[Li]<-n1c(C)oc2ccccc21,2.13622,157.68593764221538
[Li]<-O=C(Nc1c(C(C)C)cccc1C(C)C)C(C)(C)C,4.918000000000005,171.10927305340374
[Be]=[C]1N2CCCC(C2)CN1c1c(C(C)C)cccc1C(C)C,4.461690000000004,201.94683311766565
[Li]<-P(C1C=C(OCC)c2ccccc21)(C(C)(C)C)C(C)(C)C,6.197600000000006,169.73745249844006
[Li]<-n1nc(-c2ccccc2)n2nc(-c3ccccc3)sc21,3.519800000000002,125.17503640488752
[Li]<-n1ccccc1C(=NCc1ccccc1)c1ccccc1,4.119200000000003,210.61102059412323
[Li]<-P(c1ccccc1)(c1ccccc1)c1ncc[nH]1,2.1678999999999995,155.48240712774603
[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)OC(c2ccccc2)c2ccccc21,5.951800000000007,153.47804335873215
[Li]<-P(NCCCOC)(c1ccccc1)c1ccccc1,2.660400000000001,183.36329635390987
[Li]<-[S+](C)([O-])c1ccc(C)cc1,1.73242,136.93228169719998
[Be]=[C]1N(C(c2ccccc2OC)C(C)(C)C)C=CN1C(c1ccccc1OC)C(C)(C)C,6.663490000000007,261.19442698717035
[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1Nc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,7.489000000000007,213.24725427200377
[Li]<-NC(C(=O)OC)c1ccccc1,0.8593999999999999,132.18315897938143
[Li]<-N=C(Cc1ccccc1)OC,1.85277,146.7187246729064
[Li]<-n1cccnc1NC(=O)c1ccccc1,1.7288999999999999,185.4551088008331
[Li]<-P1(c2ccccc2)C2(CCC2)C12CCC2,3.652800000000002,134.25192139581404
[Li]<-P(Cl)(Cl)C([Si](C)(C)C)[Si](C)(C)C,4.899300000000004,147.78566926861959
[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1C(F)(F)F,4.463600000000002,183.0341005830646
[Li]<-P1(Cl)N(C(C)(C)C)[Si](C)(C)N1C(C)(C)C,4.368500000000004,164.96163649793107
[Li]<-N1=C(C)C=C(C)C1,1.4072,132.63014065351805
[Li]<-N(CC(C)C)CC(C)C,1.888,173.56141911522434
[Be]=[C]1C=C(c2ccccc2)n2c3c(c(=O)n21)CCCC3,2.31829,138.748616602044
[Li]<-p1c(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)p1C1CC(C)CCC1C(C)C,10.887599999999987,181.59492670366785
[Li]<-P(F)(ON1C(C)(C)CCCC1(C)C)C([Si](C)(C)C)[Si](C)(C)C,6.365900000000007,159.98160835122704
[Li]<-P(CNc1ccncc1)(c1ccccc1)c1ccccc1,3.5839000000000025,150.2098960645901
[Li]<-O=c1oc2cc(OC)cc(OC)c2c2c1ccc1ccccc12,4.116600000000003,132.34457912280683
[Be]=[C]1N(CCCCC#N)c2ccccc2N1CCCCC#N,3.6970500000000026,180.43803291906434
[Be]=[C]1N(c2ccccc2Nc2c(C(C)C)cccc2C(C)C)C=CN1C(C)C,6.674890000000006,206.7393664679072
[Li]<-n1c(N)n(CC)c2ccccc21,1.6383999999999999,168.78596909566076
[Li]<-P1(c2ccc(C)cc2)N(C)CCN1C,1.8094199999999998,158.4721124052589
[Li]<-N1=C(c2ccccc2)C(=NOC)c2ccccc21,3.1715000000000018,183.4515216716195
[Be]=[C]1N(CCCC)C=CN1Cc1c(C)c(C)c(C)c(C)c1C,4.613890000000005,183.49736308496625
[Be]=[C]1N(CCC(=O)OCc2ccccc2)C=CN1c1ccccc1,3.4095900000000023,184.8454915610921
[Li]<-P(NN(C)C)(c1ccccc1)c1ccccc1,2.1005000000000003,144.51134897424643
[Li]<-S=C(NCC)OCC,0.9173,145.0381318674128
[Li]<-NCC1CCC2CC1C2(C)C,2.0174000000000003,123.41769067444007
[Li]<-n1cc[nH]c1N=Nc1ccc(Cl)cc1,3.4785000000000013,172.04501926866652
[Li]<-P(CCOC)(C(C)C)C(C)C,2.9315000000000015,158.88446037591123
[Li]<-P1(CN(C)C)C(c2ccccc2)CCC1c1ccccc1,5.263800000000005,191.34816450289313
[Be]=[C]1Sc2ccccc2N1Cc1c(F)c(F)c(F)c(F)c1F,4.49069,146.02629583122726
[Be]=[C]1N(CC=C)C=CN1CC(=O)OCC,0.8205899999999998,199.15357043616893
[Be]=[C]1Oc2cccc(OC)c2N1C,1.52009,125.00441998301025
[Be]=[C](N1CCCC1C(C)C)N1CCCC1C(C)C,3.2234900000000017,199.23972250236432
[Li]<-P(Cc1ccccc1)(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,7.606100000000007,196.29649354013637
[Li]<-P(N(CC)CC)(C(F)(F)F)C(F)(F)F,3.764700000000002,161.50379343347774
[Be]=[C](OC12CC3CC(CC(C3)C1)C2)N(c1c(C(C)C)cccc1C(C)C)C(C)C,7.129890000000008,205.15882820284767
[Be]=[C]1N(c2c(C)cc(C)cc2C)CCCCCN1c1c(C)cc(C)cc1C,6.030310000000006,230.41007459591083
[Li]<-n1ccccc1-c1ccc(C)cc1,3.0570200000000014,170.10588211352902
[Li]<-P1(c2ccccc2)C2C3C=CC(C3)C21,2.7505000000000006,137.6714975927731
[Li]<-P1(c2ccccc2)c2ccsc2[Si](C)(C)c2sccc21,2.703800000000001,186.7720101908712
[Li]<-n1c(C)c(C)nc2c1c(=O)n(C)c(=O)n2C,-0.3559600000000003,180.55268524769474
[Li]<-P1(C2CCCCC2)CC1c1ccccc1,4.555900000000004,155.3178600082251
[Li]<-n1cccnc1C(=O)O,0.1747999999999999,169.9305943485064
[Li]<-n1c(N)n(C2=NCCCS2)c2ccccc21,1.9595,151.59600357282002
[Li]<-n1nc(-c2ccccn2)c2ncccc2c1NN=C(c1ccccn1)c1ccccn1,3.7413000000000016,203.59511416072212
[Li]<-[As](C[As](c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,3.144000000000002,153.95976834233701
[Li]<-P12N=C(N(C)C)C3C=CC1C2C3=C(c1ccccc1)c1ccccc1,4.795900000000004,140.34071592197762
[Li]<-N(=O)c1ccc(OC)cc1,2.0930999999999997,141.2970419054148
[Li]<-P12NC(c3ccccc3)(C(C(=O)OC)=C1C(=O)OC)C(C(=O)OC)=C2C(=O)OC,1.0957999999999999,143.03056450280323
[Li]<-n1ccnc2ccccc21,1.6298,129.24008696686855
[Be]=[C]1N(c2c(C)cc(C)cc2C)CC2CCc3ccccc3N12,4.249550000000004,192.84911387896273
[Be]=[C](C=Cc1ccco1)OC1CC(C)CCC1C(C)C,4.808990000000004,190.86938971223063
[Li]<-S=c1[nH]c(C)c(CC(=O)O)s1,1.7412100000000001,143.7701685330272
[Be]=[C](C=C(c1ccccc1)N(C)c1ccccc1)N(C)C,3.7642900000000026,146.1044484071174
[Li]<-n1ccccc1C=Nc1ccccc1,2.832200000000001,158.9073290510252
[Li]<-N(O)=C(C)C(C)=NO,0.6866,171.95021153459425
[Li]<-P(C(C)(C)C)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,5.577000000000003,185.37272776201968
[Be]=[C]1N(c2c(C)cc(C)cc2C)CC(C(C)C)N1c1ccccc1-c1ccccc1,6.626350000000007,192.54155891107695
[Li]<-P(c1c#cc#cc1)(c1ccccc1)c1ccccc1,2.6455600000000006,150.52862596506097
[Li]<-n1cccc(C(=O)N(CC)CC)c1,1.5636,141.83084625217725
[Li]<-n1cccc(C(C)=NNC(N)=O)c1,0.47389999999999993,131.78433388840745
[Be]=[C](SC)SC,1.7086899999999998,147.49091719226433
[Be]=[C](OC)C1C2C=CC(C2)C1C1CCOC(c2ccccc2)O1,3.6141900000000025,140.47609887014477
[Be]=[C]1N(c2c(C)cc(C)cc2C)C2=C(CCCCC2)N1c1c(C)cc(C)cc1C,7.035710000000007,199.35421367246911
[Li]<-n1ccccc1NC(=O)Nc1ccccc1,2.725600000000001,167.86964434938022
[Be]=[C]1N(Cc2ccccc2)c2c(c3ccccc3c3ccccc23)N1C(C)c1ccccc1,7.577090000000007,171.2353673851056
[Li]<-NC1CCCC1,0.8876999999999999,130.38931582334314
[Li]<-N1=C2Sc3ccccc3N2CC1c1ccccc1,3.709600000000002,158.04069741895862
[Li]<-S(Sc1ccc(C)cc1)c1ccc(C)cc1,5.102840000000003,121.86241859283888
[Li]<-N(=C(C)C)c1cc(F)cc(F)c1,3.0771000000000015,155.46396190788903
[Be]=[C]1N(CC)C=CN1c1cccc(-n2ccnc2)n1,1.8766899999999997,209.20243790418678
[Li]<-P(=C=C=C(c1ccccc1)c1ccccc1)c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C,8.838700000000003,161.27918202890902
[Li]<-n1c[nH]c2ccccc2c1=O,0.9230999999999999,129.55455964253392
[Li]<-P(C[Si](C)(C)C)(c1ccccc1)c1ccccc1,3.9967000000000033,170.5281247119611
[Li]<-n1nc(C)c(C)nc1N,0.07063999999999993,140.82983229645856
[Be]=[C](C(C)=C=CC(C)(C)C)N(CC)CC,3.514490000000003,154.9313916799675
[Li]<-n1ccc(O)cc1,0.7871999999999999,124.05695782298923
[Li]<-[As](CC)(CC)CC,2.5409000000000006,144.5234893647444
[Li]<-P(c1[nH]c2ccccc2c1C)(c1[nH]c2ccccc2c1C)c1[nH]c2ccccc2c1C,5.813960000000003,197.39486611404595
[Li]<-S(CCO)CCO,-0.2958,170.51314247428155
[Li]<-P12CC[Si](c3ccccc3)(CC1)CC2,2.8515000000000015,123.30313348183468
[Be]=[C]1N2C=CC=CC2=CN1c1c(C)cc(C)cc1C,3.655050000000003,174.2538221082099
[Li]<-NC(CCl)C(=O)OC,-0.2745000000000002,132.92744918892427
[Li]<-n1ccc(CCCc2ccccc2)cc1,3.2569000000000017,126.34785470161249
[Li]<-n1cccc(C=NNC(N)=S)c1,0.2487000000000001,146.9604017089192
[Be]=[C]1N(C)C=C2C3=CC=C(CCc4ccc(cc4)CC3)N12,3.4743900000000014,182.12145689143503
[Li]<-n1cccc(NC(=O)Nc2ccc(C)cc2)c1,3.0340200000000017,133.04015958370758
[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1C1=NC(C(C)C)C(C)(C)O1,5.024800000000004,210.2687738343894
[Li]<-P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,4.166420000000003,179.74853762046118
[Li]<-n1ccc(C(N)=S)cc1,0.7158,130.27096253519633
[Li]<-N(=C(Nc1ccccc1C)Nc1ccccc1C)c1ccccc1C,5.823560000000005,167.87790996745454
[Li]<-n1cccc2cccnc21,1.6298000000000001,152.0987975616553
[Be]=[C](C=C(c1ccccc1)N1CCCC1)OCC,3.198590000000001,139.41780131204334
[Be]=[C]1N(CCCC)C=CN1Cc1c2ccccc2cc2ccccc12,5.3781900000000045,169.5477011804929
[Be]=[C]1N(CC(=O)OC)C=CN1c1c(C)cc(C)cc1C,2.3743500000000006,183.84038313707242
[Li]<-n1ccccc1-c1[nH]c(C)cc1C,2.6935400000000005,188.56563538569063
[Li]<-P(c1cnnn1-c1ccccc1)(c1cnnn1-c1ccccc1)c1cnnn1-c1ccccc1,2.1868999999999996,261.0352873650276
[Li]<-n1c(-c2cc3cc(F)cc(F)c3oc2=O)[nH]c2ccccc21,3.6145000000000014,196.15382796175388
[Li]<-P1(OC(c2cccc(C(F)(F)F)c2)C(F)(F)F)Oc2ccccc2O1,6.0237000000000025,136.47368027696334
[Li]<-N#CC(C)C,1.16598,100.3611993692413
[Li]<-P(c1ccccn1)(c1ccccn1)c1ccccn1,1.6298,160.0565705721041
[Be]=[C]1N(c2ccccn2)C=CN1C(C)(C)C,2.46959,207.98370025206668
[Li]<-P(CCSC)(c1ccccc1)c1ccccc1,3.482300000000002,192.94566583125044
[Li]<-N#Cc1cc2c(ccc3sccc32)s1,3.987680000000001,104.10494877175107
[Be]=[C]1N(C(c2ccccc2)c2ccccc2)C(c2ccccc2)C(c2ccccc2)N1C(c1ccccc1)c1ccccc1,9.662089999999997,215.73519874887992
[Be]=[C](C)NN=C(c1ccccc1)c1ccccc1,3.087290000000001,148.81487986023654
[Be]=[C]1N(CCC)c2ccccc2N1CC(=O)OCC,2.2823900000000004,226.02459406591723
[Be]=[C]1N(C)C=CN1CCOC(=O)CNC(=O)OC(C)(C)C,0.7691899999999996,174.88137442434248
[Li]<-P1(NC(C)C)OCC(C)(C)CO1,2.2843,129.98736028044414
[Li]<-P(c1ccccc1)(c1ccccc1)C(C)(C)C,3.9178000000000024,154.68658872355462
[Li]<-P1(OC)Cc2ccccc2-c2ccccc21,3.5358000000000027,133.29013618917278
[Be]=[C]1N(CC(=O)OCC)c2c(c3ccccc3c3ccccc23)N1C(C)c1ccccc1,5.939990000000005,184.4975191665693
[Li]<-n1cccc(CNc2ccc(O)c3c2C(=O)c2ccccc2C3=O)c1,3.1747000000000005,163.52442014749352
[Be]=[C]1N(CC2=NC(C(C)(C)C)CO2)C=CN1C(C)C,2.32329,172.02464297494797
[Li]<-n1c2n(c(=O)c3ccccc31)-c1ccc(Br)cc1C2=O,2.6926000000000005,188.89051780011692
[Li]<-O=c1cc(C)oc(C)c1,1.25664,135.23181824873794
[Li]<-OCc1ccccc1,1.1789,135.78772679322256
[Be]=[C]1N(c2c(C)cc(C)cc2C)CC2C3C=CC(C3)C2CN1c1c(C)cc(C)cc1C,6.298310000000007,223.89483804281284
[Li]<-P(C(=C)C)(C(C)C)C(C)C,3.8187000000000033,166.14788135565706
[Be]=[C]1Sc2ccccc2N1Cc1c(C)c(C)c(C)c(C)c1C,5.337290000000004,142.85327077181756
[Be]=[C]1N(c2c(F)cc(F)cc2F)C=CN1c1c(F)cc(F)cc1F,4.315290000000001,191.0834058755169
[Li]<-n1cccc(CCl)c1,1.8204,124.16690670139347
[Li]<-S(Cc1ccccc1Br)c1c(F)c(F)c(F)c(F)c1F,5.436900000000001,135.54221980636154
[Be]=[C]1N(Cc2ccccc2)C=CN1C1CCCCC1,3.604390000000003,172.47370396510934
[Li]<-O=P(O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,4.6490000000000045,162.314082898558
[Be]=[C](Nc1ccc(OC)cc1)N(CC)CC,2.44519,193.21389332266995
[Li]<-n1cn(C(=Cc2ccc(Cl)cc2Cl)C(O)C(C)(C)C)cn1,3.990000000000003,116.0174568211789
[Li]<-n1ccn(-c2ccc([N+](=O)[O-])cc2)c1,1.7805,120.71202125587038
[Li]<-[O-][N+]1=C(c2ccc(Br)cc2)C(C)=CC1(C)c1ccccc1,4.623800000000004,180.70584242146126
[Li]<-N(c1c(C(C)C)cccc1C(C)C)=P(c1ccccc1)(c1ccccc1)c1cccc2c1oc1ccccc12,9.641999999999998,237.37703900819352
[Be]=[C]1N(C)C(c2ccc([N+](=O)[O-])cc2)=C(C(C)C)N1C(C)C,3.5714900000000025,172.91543405807238
[Li]<-p1(C([Si](C)(C)C)[Si](C)(C)C)nc(-c2ccc(C)n2C)nc1-c1ccccc1,6.7400200000000074,166.2480875608056
[Be]=[C](Nc1ccccc1-c1ccccc1)N(CC(OC)OC)C12CC3CC(CC(C3)C1)C2,5.651490000000005,222.4816356690497
[Li]<-NC(CC)CO,-0.2840000000000002,138.1462281805831
[Li]<-S=C1C=C(SCCCC)SC(OC)(c2ccc(OC)cc2)S1,5.634000000000005,149.84338826578806
[Li]<-n1cc(C)ccc1N,0.9722199999999999,151.3555223217109
[Li]<-n1ccn2cc([N+](=O)[O-])ccc21,1.2425,130.74311044439472
[Li]<-P(C(=S)NC)(c1ccccc1)c1ccccc1,2.6236000000000006,163.4251237185545
[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1C1c2ccccc2-c2ccccc21,6.605400000000006,190.15747483588945
[Li]<-P(O)(OC)OC,0.49839999999999995,123.26041205310531
[Be]=[C]1N(c2c(C)cc(C)cc2C)CC2OC(C(F)(F)F)(C(F)(F)F)c3cc(C)cc(C)c3N12,6.227790000000005,223.20339368587386
[Li]<-N=C(CC)ON=C1CC2CCC1(C)C2(C)C,3.5924700000000023,128.28386522474145
[Li]<-P(CCP(=O)(c1ccccn1)c1ccccn1)(c1ccccc1)c1ccccc1,3.9234000000000027,177.01221597819438
