Encoded SMILES,log P,Exact cone angle ($^\circ$)
[Be]=[C]1N(C(C)C)c2nc3ccccc3nc2N1C(C)C,3.0692900000000014,170.91462379955576
[Li]<-P(CC(=O)O)(c1ccccc1)c1ccccc1,2.2039,142.2673411764343
[Be]=[C]1N(CCCC)CC(C(C)C)N1C(C)(C)C,3.2234900000000017,197.74949223316676
[Be]=[C](N)c1ccccc1,1.0321900000000002,127.58524857569614
[Li]<-P1(c2ccccc2)CCC2(CC1)OC#CO2,2.2491000000000003,135.91140612811202
[Li]<-n1c(-c2ccccn2)ccn1Cc1ccccn1,2.3884,194.74868043956826
[Be]=[C](N(C)c1c(C(C)C)cccc1C(C)C)N(C)c1c(C(C)C)cccc1C(C)C,7.749090000000008,204.8645125761781
[Li]<-P(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,3.7068999999999996,136.29998741055783
[Li]<-NCc1ccc(Cl)cc1,1.7987,111.10326528360632
[Li]<-P(CC=C)(C(C)C)C(C)C,3.4711000000000025,169.3743097621006
[Li]<-P(c1ccccc1)(c1ccccc1)C(C)c1cc(C)ccc1C,5.497340000000005,176.1557279756926
[Be]=[C](c1ccccc1)N(C)C(OC(C)=O)c1ccccc1,3.267190000000002,155.65022917621485
[Li]<-[O-][n+]1cccc2ccccc21,1.4732,115.50222857972814
[Li]<-n1ccn2ccccc21,1.3342999999999998,138.37879328478056
[Li]<-n1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc21,3.458300000000002,151.45441179766365
[Be]=[C](C(C)=C1OC(C2COC(C)(C)O2)C2OC(C)(C)OC12)N(CC)CC,2.7113900000000006,186.40641236950046
[Li]<-P1(OC(C)c2ccccc2)N(Cc2ccccc2)C2CCCCC2N1Cc1ccccc1,7.320300000000008,203.36301272208024
[Be]=[C]1N(Cc2ccccc2)CC2CCCN12,1.96289,171.81303392127077
[Be]=[C](C=C(c1ccccc1)c1ccccc1)OC,3.8034900000000027,147.48059883718258
[Li]<-S=C(NC(=O)c1ccccc1)N(CC)CC,2.0431,155.95327911787845
[Be]=[C](C#C)N1CCCC1,0.75419,134.950875601881
[Li]<-P1(c2ccccc2)C2CC(C(=O)CC)C1C(C)=C2C,3.8800000000000026,151.94368651257113
[Li]<-S=c1[nH]c2ccccc2[nH]1,2.2254899999999997,132.6287793246125
[Be]=[C]1N(CCOC)C=CN1c1c(C(C)C)cccc1C(C)C,4.169290000000004,196.85247252753788
[Li]<-O=C1C2CC3CC(C2)CC(C3)C12C1CC3CC(C1)CC2C3,4.454100000000004,136.85617695541754
[Li]<-P(c1ccccc1)(c1ccccc1OC)c1ccccc1OC,3.4620000000000024,169.95448649501998
[Li]<-P12C=NNC1C(c1ccccc1)=CC(c1ccccc1)=CC2,4.521700000000004,141.02662766970192
[Li]<-P(Cl)(I)C([Si](C)(C)C)[Si](C)(C)C,5.095500000000003,148.21970140592035
[Be]=[C]1N(c2ccc(F)cc2)C=CN1C(C)C,2.823590000000001,183.6828789209787
[Be]=[C]1N(Cc2cccc(-c3c(C)cc(C)cc3C)n2)C=CN1c1c(C)cc(C)cc1C,6.388810000000006,194.19474965665776
[Li]<-n1cccc(C(F)(F)F)c1,2.1003999999999996,130.08198882443327
[Li]<-P(CCP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,5.1334000000000035,175.79912968959832
[Li]<-N(NC(=O)Nc1ccccc1)=C(C)C,2.2039,178.33130626493917
[Li]<-P(CSc1ccccc1)(c1ccccc1)c1ccccc1,4.869100000000004,211.73132744225208
[Li]<-n1ccc(-c2ccccn2)cc1,2.1435999999999993,127.79369636395947
[Be]=[C]1CN(CC=C)CN1c1c(C(C)C)cccc1C(C)C,4.237690000000004,183.8729561466751
[Li]<-n1ccc(OC)cc1,1.0901999999999998,118.52044727740927
[Li]<-NS(=O)(=O)c1ccc(Cl)cc1,0.9874000000000003,161.2653913909417
[Li]<-S=C(NC(=O)c1ccccc1)Nc1cccc(C)n1,2.516820000000001,145.92806167015817
[Li]<-NCc1ccccc1N=Cc1ccc[nH]1,2.224,143.2611884922425
[Be]=[C]1CCCO1,0.83559,108.27325691419321
[Li]<-n1cn(CCCCCCCCCCCCCCCC)c2ccccc21,7.517600000000009,146.5105051274916
[Be]=[C]1C=C(c2ccccc2)C2=C(CC(C)(C)C=C2N2CCOCC2)O1,4.0390900000000025,111.37444793485547
[Li]<-N#Cc1ccc([N+](=O)[O-])cc1,1.46648,112.80067310828233
[Li]<-S=c1sc2ccccc2n1C,2.9692900000000018,146.36797488874672
[Li]<-P(Cl)(c1ccccc1)c1ccccc1,3.2731000000000012,135.4718523616209
[Li]<-P(CC1COc2cscc2O1)(c1ccccc1)c1ccccc1,4.020800000000002,192.82481798271058
[Li]<-N#Cc1ccc(OC)cc1,1.56688,100.3445339583102
[Li]<-n1ccn(COC2C3(C)CCC(C3)C2(C)C)c1,3.072000000000002,129.95031489437167
[Be]=[C]1N(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)C=CN1c1c(C)cc(C)cc1C,6.149450000000005,211.1283852566092
[Be]=[C]1NC(C)=CS1,1.18039,116.3466075105115
[Li]<-NCc1ccco1,0.7383000000000001,105.03213055469247
[Li]<-n1cccc(NC(=O)Nc2cccc3ccccc23)c1,3.878800000000002,130.89075528995525
[Li]<-P12OCC(O1)C1OC3OC4(CCCCC4)OC3C1O2,1.8281999999999998,115.92445690499412
[Be]=[C]1N(C)C=CN1CCN1C(=O)c2ccccc2C1=O,0.99749,210.91135843779722
[Li]<-N1=C(c2ccccc2F)NCC1,1.1755000000000002,166.07683761537257
[Li]<-n1c(-c2ccc(Cl)cc2)n(Cc2ccc(Cl)cc2)c2ccccc21,6.0584000000000024,182.7166426967243
[Be]=[C]1N(c2c(C)cc(C)cc2C)C(Cl)=C(Cl)N1c1c(C)cc(C)cc1C,6.464210000000005,200.1988957016647
[Li]<-P(OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)c1ccccc1,5.643400000000002,157.2480685313625
[Li]<-P(CC(Nc1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,5.972700000000006,210.0120147254152
[Be]=[C]1N(C)c2ccccc2N1c1cccc(C)c1-c1c(C)cccc1N(C)C,5.620630000000006,190.9249760688708
[Li]<-NCCc1ccccn1,0.5827999999999998,189.09648005331607
[Be]=[C]1N(C)C=CN1c1ncccc1C,1.6093099999999998,176.31959784034356
[Li]<-P(Cl)(Cl)c1c(-c2c(C)cc(C)cc2C)cccc1-c1c(C)cc(C)cc1C,8.285920000000006,212.75576751637584
[Li]<-n1c2n(c3ccccc31)Cc1ccccc1CS2,3.6903000000000024,164.38834743444016
[Li]<-S=c1[nH]nc(C)c(=O)[nH]1,0.13590999999999986,139.6970727853417
[Li]<-N(=C1C(=O)c2cccc3cccc1c23)c1c(C(C)C)cccc1C(C)C,6.403700000000005,221.0057599098196
[Li]<-NCCCCCCCCCC,3.0858000000000017,111.57880631723128
[Li]<-P(c1ccccc1)(c1ccccc1)C(C)C,3.527700000000002,171.3729878338994
[Li]<-[AsH2]c1ccccc1,-0.05499999999999994,122.93213162783971
[Li]<-P1(NC(C)C)C2CCCC1CCC2,3.4863000000000026,159.1154273973949
[Li]<-P(c1ccccc1)(c1ccccc1)c1cccc2c(F)c(F)c(F)c(F)c12,5.154400000000002,177.98089967617676
[Be]=[C]1N(C)C(c2ccc(OC)cc2)=C2C=CC=CN12,2.690990000000001,161.3183455900554
[Li]<-n1ccnc(C(N)=O)c1,-0.4245000000000001,128.25592702051512
[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)C(c2ccccc2)N1C,5.1509000000000045,166.36482028505284
[Li]<-n1c(N)ccn(C)c1=O,-0.6375000000000002,162.4094471764914
[Li]<-n1c(CC)[nH]c(C)c1Cc1nc(CC)[nH]c1C,2.4652400000000005,215.59236291693102
[Li]<-n1ccn(-c2c(C)cc(C)cc2C)c1,2.7975600000000016,114.33876488884438
[Li]<-n1coc2ccccc21,1.8278,130.60070290252193
[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C(C)(C)CC1(C)C,5.987090000000006,214.53641566569848
[Li]<-P(c1ccccc1)(c1ccccc1)c1cnc(-n2ccnc2)s1,3.0870000000000015,166.63167203672387
[Be]=[C]1N(Cc2ccc(OC)cc2)C=CN1Cc1ccc(OC)cc1,3.4890900000000027,186.59994827483956
[Be]=[C]1N(Cc2cc([N+](=O)[O-])ccn2)C=CN1c1c(C)cc(C)cc1C,3.7047500000000024,246.39507394943627
[Li]<-P(CC(C)(C)C)(C(C)(C)C)C(C)(C)C,5.111400000000005,184.77029388243366
[Be]=[C](c1ccccc1)N(C)C,1.63509,165.6232442674835
[Li]<-P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1,6.068900000000005,202.325366634796
[Li]<-n1ccn(-c2ccc(C(C)=O)cc2)c1,2.0749,120.66345339653986
[Li]<-[S+](C)([O-])Cc1ccccc1,1.5651000000000002,119.68746889555572
[Li]<-n1cn(CC(=O)N2c3ccccc3Oc3ccccc32)c2ccccc21,4.5069000000000035,141.17076163866741
[Li]<-P(c1ncc[nH]1)(C(C)(C)C)C(C)(C)C,3.113900000000002,168.20166426512915
[Li]<-P(CC#C)(c1ccccc1)c1ccccc1,2.7525000000000013,157.2882789110006
[Li]<-n1cccc(N=Cc2cc(Cl)ccc2O)c1,3.191200000000001,140.8176401321019
[Be]=[C]1N(CCCC)C=CN1Cc1cc(OC)c(OC)c(OC)c1,3.097590000000002,192.0977334568437
[Li]<-p1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccc(OC)c(OC)c1,7.284900000000006,204.86092443886494
[Li]<-n1[nH]c(C)c(C(C)=O)c1N,0.5029200000000001,140.58830357749017
[Be]=[C](c1cccc(C(=O)OC(C)c2cccc3ccccc23)c1C)N(C)C,5.014710000000005,171.49331713078243
[Be]=[C]1N(c2c(C)cc(C)cc2C)CCN1c1c(C(C)C)cccc1C(C)C,6.181550000000006,216.5967688550272
[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)CCCN1c1c(C(C)C)cccc1C(C)C,7.893190000000008,240.79062700952028
[Li]<-N1=CN(Cc2c(C)c(C)cc(C)c2C)CC1,2.7641800000000014,122.59950737317281
[Li]<-S=P(c1ccccc1)(c1ccccc1)c1ccccc1,3.442400000000002,179.26958356317655
[Li]<-P(c1nccn1C)(C(C)(C)C)C(C)(C)C,3.1243000000000016,191.33176547581755
[Li]<-n1ccn(C(C)C)c1,1.464,119.94723775796294
[Li]<-S1C(C)SC(C)SC1C,3.2376000000000023,149.98055072654927
[Li]<-n1c(C=Nc2ccc(C)cc2)cccc1OC,3.1492200000000015,196.25132198257984
[Be]=[C](Oc1c(C(C)C)cccc1C(C)C)N(c1c(C)cccc1C)C12CC3CC(CC(C3)C1)C2,8.400730000000005,222.212982371306
[Li]<-P(CCCOCC)(c1ccc(C)cc1)c1ccc(C)cc1,4.162740000000004,152.1918006686375
[Li]<-N1C2Cc3cc(OC)c(OC)cc3C1CC(c1ccc(OC)c(OC)c1)NC2=O,2.5376000000000003,179.36773512862624
[Li]<-P1(N(C(C)C)C(C)C)OC(C)=CC1c1ccccc1,5.092400000000005,152.87173721670658
[Be]=[C](NC1CCCCC1)n1ncc2ccccc21,2.802990000000001,205.5068472288006
[Li]<-n1ccccc1CCO,0.6164000000000001,159.0976442457122
[Be]=[C]1N(Cc2cccc(C#N)c2)c2ccccc2N1C(C)C,3.789570000000002,177.23388394274974
[Li]<-n1ccn(CC)c1N=Nc1ccccc1SC,4.040300000000002,173.57622308843196
[Li]<-P(c1ccccc1)(c1ccc(Br)cc1)C(C)(C)C,4.6803000000000035,175.05472654927266
[Li]<-P(C(C)(C)C)C(C)(C)C,3.2619000000000016,162.30854508712892
[Li]<-N=C(CC)N=P(c1ccccc1)(c1ccccc1)c1ccccc1,4.551370000000003,169.85695764704099
[Be]=[C]1N(Cc2ncc(C)c(OC)c2C)C=CN1c1c(C)cc(C)cc1C,4.421990000000004,238.39153944479634
[Li]<-S=C(N)NN=C(C)c1ccc(Cl)s1,1.9587,160.69068932537317
[Li]<-n1cc(C(=O)O)ccc1C(=O)O,0.478,169.03832133769103
[Li]<-P(c1ccc(C(F)(F)F)cc1)(C(C)(C)C)C(C)(C)C,5.409600000000005,171.29931362840486
[Li]<-NCC12CC3CC(CC(C3)C1)C2,2.1615,109.50840532532803
[Li]<-O=P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,5.1334000000000035,168.78579448178198
[Li]<-P1(c2ccccc2)Cc2ccc3ccccc3c2-c2c(ccc3ccccc23)C1,7.481000000000005,170.53248897122765
[Li]<-N(=Cc1ccccc1O)CCCN(C)C,1.7628,234.0309834537136
[Li]<-n1ccccc1Nc1ccccn1,2.2201999999999993,156.8961063701354
[Li]<-n1ccccc1C(=NNC(=O)c1ccccc1)c1ccccn1,2.6590000000000007,204.92799873958643
[Be]=[C]1N(CCCB2OC(C)(C)C(C)(C)O2)C=CN1c1ccccc1,3.758390000000003,205.4517870342761
[Li]<-P12O[C]C(CC)([C]O1)[C]O2,1.8030700000000002,111.28912046364435
[Li]<-SC(C)(C)C,1.7147,127.45315633028692
[Li]<-P1(Oc2ccccc2)Oc2cccc3c2C2(CC3)CCc3cccc(c32)O1,5.942200000000004,160.51165996406098
[Be]=[C]1N(CCC)C=CN1c1c(C)cc(C)cc1C,3.6113500000000025,185.00251860953776
[Li]<-N1=[N+]=C(Cc2ccc(N([O-])[O-])cc2)[S+]=C1N,0.23230000000000006,144.4586887417102
[Li]<-[As](C)(c1ccccc1)c1ccccc1,1.9254,144.84859487344738
[Li]<-p1(-c2ccccc2)cc(C)c(C)c1C(=O)OC,4.065840000000002,142.36521205313514
[Li]<-n1c(C)ccc2ccccc21,2.5432200000000007,174.56119197491367
[Li]<-n1cnn(CC(=O)c2ccccc2)c1,1.161,111.04829405821754
[Li]<-S=C1SC(C)N1CC,1.686,154.26775487772466
[Li]<-N(O)=Cc1ccc(OC)c(OC)c1,1.5118999999999998,128.5678950115488
[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)CCCCN1c1c(C(C)C)cccc1C(C)C,8.283290000000006,239.2755541212999
[Li]<-P(Oc1c(C)cccc1C)(Oc1c(C)cccc1C)Oc1c(C)cccc1C,7.300820000000006,196.95225849948835
[Li]<-n1cnn2c(C(C)(C)C)cc(C(C)(C)C)nc21,2.7193000000000005,149.33054012551452
[Li]<-p1(C([Si](C)(C)C)[Si](C)(C)C)nc(-c2ccccc2)c(C(=O)OC)c1C(=O)OC,5.604300000000006,167.13965398771435
[Be]=[C]1N(CC)C=CN1C(C)C,1.49979,169.45841058835484
[Li]<-N1(c2ccccc2)CC1,1.5066,136.45600412168574
[Li]<-N1=C(CC)OCC1,0.8251000000000001,130.4618293053147
[Li]<-N(C)C(C)C(O)c1ccccc1,1.3278999999999999,154.21324038447057
[Be]=[C]1N(CCOC)c2ccccc2N1Cc1c(C)cc(C)cc1C,4.081150000000004,182.40296122362525
[Li]<-n1ccc(C(C)C)[nH]1,1.5331,116.72077635393427
[Li]<-P(=C=NC(C)(C)C)C(c1ccccc1)(c1ccccc1)c1ccccc1,6.628500000000006,161.35639555384807
[Li]<-Nc1ccc2c(c1)Cc1ccccc1-2,2.8400000000000016,117.27894296807186
[Li]<-P12OCC(C)(CO1)O2,1.049,111.6800218237499
[Be]=[C]1N(CC)c2cc(C)c(C)cc2N1CC,2.965930000000001,167.65734344569825
[Be]=[C]1N(CCSc2ccccc2)C=CN1Cc1ccccc1,4.063990000000003,229.45355103451314
[Li]<-NCCCCC,1.1353000000000002,106.32722997560099
[Li]<-P(c1ccccc1)(c1cccc2c1oc1ccccc12)C(C)C,5.427100000000005,156.61522668405743
[Li]<-n1c2cccc1COCCOCc1cccc(n1)COCCOC2,2.2568,281.2634820671539
[Li]<-N1=C(NN=C(C)C2=NCCS2)SCC1,1.2,155.73701901997413
[Li]<-P1(NC(C)(C)C)N(C(C)(C)C)[PH](=O)N1C(C)(C)C,4.205700000000004,168.9681330097151
[Li]<-n1c(Cc2ccccc2)[nH]c2ccccc21,3.1537000000000006,167.79297224981724
[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1C1CCCCCCCCCCCCCC1,9.366489999999999,248.043286218346
[Li]<-P(c1ccccc1)(c1ccccc1)C1CC2OC1c1ccccc12,4.704200000000004,173.1848998260669
[Li]<-n1c(N)c(C)cn(CC)c1=O,0.15382000000000007,163.96043017624555
[Li]<-P(Cl)(C(=O)c1ccccc1)C([Si](C)(C)C)[Si](C)(C)C,5.585900000000005,161.73174567887548
[Li]<-n1cccc(C=O)c1N,0.47630000000000006,153.24180832365403
[Li]<-S=C(NC)NN=C(C)C(=O)OC,-0.37080000000000046,219.78077549029044
[Li]<-N1CCN(C)CC1,-0.4785999999999999,124.5511497001395
[Li]<-P1(c2ccc(C)cc2)CC2C(Cl)(Cl)C2(C)C1,3.9258200000000025,142.00786987562734
[Be]=[C]1N(Cc2cc(OC)c(OC)c(OC)c2)C=CN1Cc1cc(OC)c(OC)c(OC)c1,3.5234900000000025,172.97842676776946
[Li]<-n1ccc(CCc2ccncc2)cc1,2.2618,124.43989788530054
[Be]=[C]1N(C)c2ccccc2N1CC(=O)NCCC,1.4652899999999998,234.2399207275664
[Li]<-p1(-c2ccccc2)cc(C)c2c1C(OC)C(c1ccccc1)CC2,6.388320000000005,148.2152441472785
[Li]<-P(Oc1ccccc1Br)(C(C)C)C(C)C,5.041600000000003,166.98816072747493
[Be]=[C]1N(c2ccccc2)CCN1c1c(C(C)C)cccc1C(C)C,5.256290000000005,203.5216104237335
[Li]<-n1cccc(C(=O)O)c1,0.7798,133.48366364375582
[Li]<-n1cc(C)n(-c2ccccc2)c1,2.18072,118.81920178457798
[Li]<-P(c1ccccc1)(c1ccccc1)c1ccc(OC(=O)C(Cl)Cl)cc1,4.153900000000003,157.76467358073012
[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)CC1c1ccccc1,5.346600000000005,157.77964401962146
[Be]=[C]1C(c2ccc(C)cc2)=NN(c2ccccc2)N1C1CCCCC1,4.807810000000004,214.1969797721201
[Li]<-O=C(N(C)C)N(C)C,0.22960000000000003,129.2151261900125
[Li]<-P(c1cccc2ccccc12)(c1cccc2ccccc12)c1cccc2ccccc12,6.904400000000005,195.41207737816418
[Li]<-n1cn[nH]n1,-0.8003000000000002,117.18371963430808
[Be]=[C]1N(CC=C)C=NN1C(C)C,1.13799,175.2816084812516
[Be]=[C](N(C(C)C)C(C)C)N(C(C)C)C(C)C,3.220290000000002,187.77576487619945
[Li]<-P(CC1CC1)(C(C)(C)C)C(C)(C)C,4.475300000000004,167.47992218419998
[Li]<-S=C(N)N1N=C(c2ccccc2)CC1c1ccc(Cl)cc1,3.734700000000002,143.60278059973515
[Li]<-n1c(C=Cc2ccccc2)sc2ccccc21,4.466700000000003,164.6621791351742
[Li]<-N(=Cc1ccc(C)o1)N=[C-]N=[S+]Cl,2.2472200000000004,166.90035378783645
[Li]<-S1c2ccccc2N(CC)c2ccccc21,4.309200000000002,141.4217450547775
[Li]<-S1C2CCC1CC2,2.0444,142.38653499035198
[Be]=[C]1N(CC(C)(C)C)c2cc3ccccc3cc2N1CC(C)(C)C,5.554690000000005,185.16764839415524
[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1C,3.7532200000000024,176.8693226033506
[Be]=[C]1N(CCCBr)N=CN1c1c(C)cc(C)cc1C,3.4584500000000027,187.68929020066997
[Li]<-P(NN=CC(=O)OCC)(NN=CC(=O)OCC)c1ccccc1,0.9007999999999994,196.99632096213762
[Li]<-P1(C2(C)C(C)=C(C)C(C)=C2C)CC(C(F)(F)F)(C(F)(F)F)O1,5.722000000000003,180.80790778096988
[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)CCOC(C)=N1,3.955300000000003,151.7556968324767
[Li]<-n1ccsc1,1.1431,121.61773499455096
[Li]<-P1(C(c2ccccc2)(c2ccccc2)c2ccccc2)CC(C)O1,5.794100000000005,173.00690706206143
[Li]<-N=C(C)OCC,1.02007,122.99500240160698
[Li]<-n1ccccc1N=C1c2ccccc2CN1c1ccccn1,3.5751000000000017,176.9229414834222
[Li]<-S=P(CC)(CC)c1ccccc1,2.831200000000001,149.74289369679266
[Li]<-n1cc2ccccc2cn1,1.6297999999999997,120.80870613188978
[Li]<-O=Bc1ccc(OC(C)C)cc1,1.1488,109.414100156528
[Li]<-N(=Cc1ccc(C)s1)c1ccccc1,3.807120000000002,184.4968341408703
[Be]=[C]1N(C)c2ccccc2N1c1ccccc1C1=NC(c2ccccc2)CO1,4.788890000000004,203.96158650272454
[Be]=[C]1N(CCN2C(=O)c3ccccc3C2=O)C=CN1c1c(C)cc(C)cc1C,3.497550000000003,217.0042494739977
[Li]<-P(CCC=CC#N)(c1ccccc1)c1ccccc1,3.5891800000000016,195.9893804565204
[Li]<-n1cnn(C(=Cc2ccc(Cl)cc2)C(O)C(C)(C)C)c1,3.3366000000000016,116.30717822331174
[Li]<-NCC(C)N,-0.7077000000000004,116.27166624310166
[Li]<-P(N=Cc1ccccc1)(c1ccccc1)C(N=Cc1ccccc1)c1ccccc1,6.645800000000006,158.1809162809245
[Li]<-P(C(=C=C1c2ccccc2-c2ccccc21)c1ccccc1)(c1ccccc1)c1ccccc1,7.871600000000008,176.4901126655206
[Li]<-n1cccc(CNc2ccccc2)c1,2.6937000000000006,131.93174883401318
[Li]<-P(C1C=CC=CC=C1)(C1C=CC=CC=C1)C1C=CC=CC=C1,5.620700000000005,221.86911104928646
[Be]=[C]1N(c2ccccc2OC)c2ccccc2N1C(CC)c1ccccc1,5.800890000000005,197.14779078821851
[Li]<-P12N=C(N(C)C)C3C=CC=CC31C2(c1ccccc1)c1ccccc1,4.795400000000004,141.44427695537166
[Li]<-n1csc2ccccc21,2.2963000000000005,153.09576941624323
[Li]<-n1cc(C)n(-c2ccc(I)cc2)n1,2.18032,112.96606857344676
[Li]<-n1ccccc1C(=O)N(C(C)C)C(C)C,2.3406000000000002,183.7985947712922
[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)CC(C(=O)OCC)C(N2CCCCC2)=N1,4.584000000000004,172.6223565537031
[Li]<-S=C(NC(=O)c1ccccc1)Nc1ccc([N+](=O)[O-])cc1,2.7216000000000005,166.90962873791653
[Li]<-[As](C)(c1cccc2ccccc12)c1cccc2ccccc12,4.231800000000003,164.85396872085386
[Li]<-P(SC)(SC)SC,3.3023000000000016,159.6937558612936
[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C(C)(C)CC1(C)CN(C)C,5.528790000000005,216.89325884448735
[Li]<-[S+]1([O-])CC=CC1,0.30490000000000006,119.1058033601711
[Li]<-P(C)(C1CC(C)CCC1C(C)C)C1CC(C)CCC1C(C)C,7.019700000000008,232.125041672365
[Li]<-N1CCCC1C(=O)OC,-0.08860000000000023,128.6129238221408
[Li]<-S=c1n(C)ccn1CC=C,1.74209,148.57231379408137
[Be]=[C]1N(CCCC#N)C=CN1c1c(C)cc(C)cc1C,3.505130000000003,193.25432720678455
[Li]<-p1(-c2ccccc2)c2cc([Si](C)(C)C(C)(C)C)sc2c2sc([Si](C)(C)C(C)(C)C)cc21,9.522799999999997,175.392927412622
[Li]<-S(C)c1ccccc1,2.4085,127.05401423640237
[Li]<-P(C(F)=C(F)C(F)(F)F)(C(C)C)C(C)C,4.9555000000000025,180.4949859156719
[Li]<-N(=C1C=C(OCC)C2CCCC12)c1ccccc1,4.1094000000000035,155.7330937946552
[Li]<-[Se](c1ccccc1)c1ccc2c3c(ccc(Br)c13)CC2,3.355900000000002,192.49102726409947
[Be]=[C]1N(Cc2ccccc2)C=CN1Cc1c(F)c(F)c(C(F)(F)F)c(F)c1F,5.0470900000000025,166.80586859335585
[Li]<-OC(C)C,0.3871,109.55660306226308
[Li]<-N=C(C)N1CCN(c2ccncc2)CC1,1.20077,119.90670614097317
[Li]<-P(c1ccccc1)(c1ccccc1)C(C)c1cccc2ccccc12,6.033700000000005,175.6995310617581
[Li]<-P(C=C)(C=C)c1ccccc1,3.080800000000001,135.81506794578831
[Li]<-S1CSCSC1,2.0721,123.52958646192212
[Li]<-N=P(C(C)C)(C(C)C)C(C)C,3.991570000000003,166.91267121821429
[Li]<-P1(C(c2ccccc2)(c2ccccc2)c2ccccc2)OC(c2ccccc2)OC1c1c(F)c(F)c(F)c(F)c1F,9.515299999999996,188.93175882720868
[Li]<-n1cnc(OCC)c2[nH]ccc21,1.3565999999999998,147.10529187966128
[Li]<-NCCOC,-0.4085000000000001,133.9582094458187
[Li]<-[Se]([Se]c1ccccc1)c1ccccc1,0.9608,128.5277907333504
[Li]<-n1c(-c2ccccc2Br)[nH]c2ccccc21,3.9924000000000017,180.36369971926416
[Li]<-P(c1ccccc1)(c1ccccc1)c1cc(F)c(F)c(F)c1F,4.001200000000002,161.95726285067116
[Be]=[C]1N(C)c2ccccc2N1c1ccccc1-c1ccccc1-n1c(=O)n(C)c2ccccc21,5.580390000000005,188.1938547457818
[Be]=[C]1N(C)C=CN1c1ccc2c(c1)C(C)(C)c1ccccc1-2,4.212190000000003,211.6678829189089
[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1C(=O)OC,3.2314000000000016,189.67629668510128
[Li]<-n1ccnc2c(C)cccc21,1.93822,158.28161303058164
[Li]<-P1(C([Si](C)(C)C)[Si](C)(C)C)OC12CCC2,4.417100000000003,144.090569359823
[Be]=[C]1CC(c2ccccc2)N1c1ccccc1,3.6767900000000022,154.11102538883156
[Li]<-P(C1=C(C(C)(C)C)C1(F)F)(C(C)C)C(C)C,5.234200000000005,175.35849881764977
[Li]<-P(C)(c1ccccc1C)c1ccccc1C,3.365940000000002,142.0788545670636
[Be]=[C]1N(CC#C)C=CN1c1ccccn1,1.30429,181.13545801934737
[Li]<-P(CC(=O)c1ccccc1)(c1ccccc1)c1ccccc1,4.002200000000002,148.3223120819452
[Be]=[C]1N(c2c(C(C)C)cccc2C(C)C)C(C)(C)CCC12C1CC3CC(C1)CC2C3,7.793490000000007,238.07460981812858
[Li]<-n1cc(C)c[nH]1,0.7181199999999999,115.98523187771285
[Li]<-P(C1c2ccccc2C=Cc2ccccc21)(C1c2ccccc2C=Cc2ccccc21)C1c2ccccc2C=Cc2ccccc21,12.288499999999981,249.0350126448279
[Be]=[C]1N(c2ccccc2C)CCN1c1ccccc1C,3.626330000000003,186.68387252364712
[Li]<-n1c(C(C)=NNC(=O)c2ccccc2N)cccc1C(C)=NNC(=O)c1ccccc1N,2.5540000000000003,267.6206837410771
[Li]<-S=C(NC)Nc1ncccn1,0.39279999999999987,149.79107269056053
[Li]<-N1=C(N2CCCCC2)ON(C)C1c1ccc(C)cc1,2.7125200000000005,172.72364422870453
[Be]=[C]1N(CC(C)(C)O)C=CN1C(C)C,1.25079,187.3114516229193
[Li]<-P1(C(c2ccccc2)(c2ccccc2)c2ccccc2)OC(c2ccccc2)c2ccccc21,7.820500000000007,157.79395576214537
[Li]<-P(C1=C=C=CC=C1)(c1ccccc1)c1ccccc1,3.883200000000002,147.11252770888953
[Be]=[C]1N(c2c(C)cc(C)cc2C)C=CN1C1CCCCCCCCCCC1,6.874650000000007,233.29503049220574
[Li]<-n1cnc(N)c2nc[nH]c21,-0.06489999999999985,143.1909456676119
[Li]<-N=C(CC)ON=C(C)C,1.78607,128.24908590814258
[Li]<-P(c1ccccc1)(c1ccccc1)C(CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,7.711200000000008,173.09675588835523
[Li]<-N(O)=C(CC)CC,1.6366,155.64980086367
