HOMO-LUMO gap (Eh),Metal center charge,Denticity,Isomer
0.116738,0.2234356465554513,1,1
0.1097,0.2309561455014636,1,2
0.127847,0.2466926489445623,1,2
0.167968,0.1083422071314753,1,2
0.074666,0.3839557705676323,1,2
0.118424,0.2699974977824114,1,1
0.1345129999999999,0.4249896731947193,1,1
0.0939369999999999,0.3416614995017181,1,2
0.112091,0.2597761463016487,1,2
0.1173089999999999,0.1378557397844769,1,1
0.180746,0.046205532691973,1,1
0.1570809999999999,0.1560685428037197,1,1
0.148252,-0.1475140356038584,1,1
0.104076,0.3339246281604691,1,1
0.10089,0.3529129152511818,1,1
0.173625,0.083927569557294,1,1
0.095838,0.3514191070499377,1,2
0.080813,0.4056508588971977,1,2
0.1166219999999999,0.338017100810504,1,1
0.122649,0.3229601410293828,1,1
0.1165529999999999,0.1329258825474891,1,1
0.1087289999999999,0.319069277570029,1,2
0.122199,0.2405416554029412,1,2
0.0906609999999999,0.2959306073814841,1,1
0.0933729999999999,0.3427800010512321,1,1
0.157562,0.139529254448024,1,1
0.145796,0.1069360228378002,1,1
0.158028,0.075868957345744,1,1
0.102496,0.2541459559036604,1,2
0.0656009999999999,0.4454351636475483,1,1
0.1284819999999999,0.1169209562904218,1,2
0.1078679999999999,0.3585560521803484,1,2
0.149246,0.071885924851184,1,1
0.09235,0.331872193671488,1,1
0.157626,0.1036451404035421,1,2
0.129144,0.3094427898483258,1,1
0.094798,0.3272770607178972,1,2
0.0621299999999999,0.1382575487169355,1,2
0.101875,0.3401925292888991,1,1
0.133822,0.1525083221001748,1,2
0.1654409999999999,0.0074990946850599,1,2
0.159565,0.1724203414120687,1,1
0.121947,0.2591083472104442,1,1
0.125713,0.2975889332538182,1,2
0.1506439999999999,0.1482867730999597,1,1
0.129558,0.3737530336519026,1,2
0.116586,0.3981661054577005,1,2
0.154619,0.243818881185076,1,1
0.1872869999999999,0.1156746228137091,1,1
0.162465,-0.0165507708051542,1,1
0.121366,0.3254919744646754,1,1
0.127384,0.1819932153017397,1,1
0.115122,0.1752915328603258,1,1
0.082014,0.487925556138001,1,2
0.0845429999999999,0.4778811092322431,1,2
0.178785,0.0972975163723708,1,2
0.186554,0.125651538266904,1,2
0.057975,0.5230454421672432,1,2
0.108582,0.3350328894008793,1,1
0.095388,0.3199496836118816,1,2
0.097699,0.31209077572769,1,2
0.128791,0.208343320420369,1,1
0.09505,0.3373748339396702,1,1
0.158207,0.1605127167044287,1,1
0.1328609999999999,0.2320900512736333,1,2
0.092075,0.3568833963927758,1,1
0.1573079999999999,0.027919922337211,1,1
0.128645,0.3456341465156622,1,1
0.1249319999999999,-0.0061789272972744,1,1
0.182253,0.0477599008337407,1,1
0.126672,0.2416820534525027,1,1
0.114981,0.1229714082953012,1,2
0.123886,0.3149222588545839,1,2
0.091186,0.3187404228547818,1,2
0.103464,0.337048296159313,1,1
0.112185,0.2562872460275383,1,1
0.089746,0.3511414227530327,1,2
0.164127,0.0155405311359196,1,2
0.152717,0.2893259538382466,1,2
0.131653,0.2039464346030479,1,2
0.0876099999999999,0.3445003734326464,1,2
0.1179869999999999,0.2109566797445837,1,2
0.113352,0.321456092729335,1,1
0.101978,0.3371515818925219,1,2
0.093358,0.3613275942870604,1,2
0.126569,-0.0033148577636549,1,2
0.092684,0.3369168172022642,1,1
0.075534,0.3280145499376261,1,2
0.098659,0.3145785291741529,1,1
0.0891859999999999,0.3331818724505443,1,1
0.141447,0.0104651750656164,1,2
0.0895419999999999,0.3828184900855099,1,1
0.133485,0.4733189088888789,1,1
0.0865269999999999,0.3946630865586308,1,2
0.0619089999999999,0.4615882275437103,1,2
0.105778,0.3408465422026437,1,1
0.111424,0.1320391590796564,1,1
0.12622,0.3573823504651018,1,1
0.117753,0.3819824755546281,1,1
0.136772,0.3291528720497069,1,1
0.1913659999999999,0.1113726036766852,1,1
0.0925659999999999,0.3741345196541974,1,1
0.1025169999999999,0.3959140763615894,1,2
0.1086159999999999,0.330590828047319,1,2
0.125049,0.2313480958051309,1,2
0.127086,0.2894099855594571,1,1
0.173064,0.1340583850291267,1,2
0.088396,0.4033079087838651,1,2
0.129606,0.2477570922571899,1,1
0.139753,0.2456976003739534,1,2
0.162682,0.1448899958127972,1,1
0.1100759999999999,0.3004935685538939,1,2
0.15492,0.0784051350571398,1,1
0.1414819999999999,0.2334588076057767,1,1
0.14393,0.1558539727583737,1,2
0.12705,0.2669107140970831,1,1
0.150088,0.3461510554945537,1,1
0.108888,0.3492413366204208,1,2
0.126119,0.2722880031465385,1,2
0.131997,0.1442805150321589,1,2
0.0946849999999999,0.2933898798934347,1,1
0.0923209999999999,0.4608096157259614,1,1
0.093812,0.3764549446509798,1,2
0.144916,0.109794466104001,1,1
0.163281,0.1348514533863271,1,1
0.107825,0.3888327690094998,1,2
0.078465,0.1659968341333961,1,1
0.146261,0.1139501056053989,1,1
0.120268,0.1996618502652319,1,2
0.127666,0.2669715575145188,1,1
0.120425,0.0984309814641248,1,2
0.0974689999999999,0.3396138186760772,1,1
0.1167779999999999,0.1757976063643905,1,2
0.147009,0.1272831751395511,1,2
0.112777,0.2937858310959682,1,2
0.1174429999999999,0.2568076934517964,1,1
0.1018689999999999,0.3357411145156628,1,1
0.156585,-0.0094933154141939,1,2
0.095832,0.342723086391801,1,1
0.1361799999999999,0.2805211046274895,1,1
0.115681,0.3014931807426481,1,2
0.107511,0.2631700426123516,1,2
0.124661,0.2737631437780766,1,1
0.097294,0.3675310318742095,1,1
0.145315,0.167197686300309,1,1
0.1043909999999999,0.3470533578783019,1,2
0.0921859999999999,0.3449785510379121,1,2
0.1220289999999999,0.2757464351092318,1,2
0.086316,0.2746231324081759,1,2
0.0500059999999999,0.4948916023699306,1,1
0.1109349999999999,0.2928323410186105,1,2
0.098298,0.3611239789608462,1,1
0.090687,0.4134896072646949,1,2
0.18028,0.1751832293287571,1,2
0.0913179999999999,0.1142097272669976,1,1
0.12826,0.2446523941264914,1,1
0.096118,0.2168950281631389,1,2
0.135262,0.1097858087693848,1,1
0.133825,0.0738160781953488,1,1
0.0901579999999999,0.3793244530595631,1,2
0.10038,0.3497264572199167,1,2
0.123334,0.2350697517722213,1,2
0.129762,0.3282376067253697,1,1
0.136568,0.2597830021446142,1,1
0.055758,0.0629230531635963,1,1
0.091588,0.3701725377818197,1,2
0.097638,0.3642448691115997,1,2
0.128922,0.2979970624322523,1,2
0.130506,0.2560070337805947,1,1
0.13226,0.1332691535454818,1,1
0.169989,0.1077167108059959,1,1
0.09164,0.3372993444118801,1,1
0.105679,0.2832010472408353,1,1
0.150665,0.3766961728601569,1,2
0.092132,0.3681091033069238,1,1
0.155965,-0.0009152428889026,1,2
0.120532,0.2510649101154407,1,2
0.120876,0.0421069260068736,1,2
0.107129,0.3484177233926788,1,2
0.105409,0.1822801245511153,1,1
0.163106,0.0710464814008349,1,1
0.1273289999999999,0.2468440381814793,1,1
0.17067,0.1457895022836939,1,2
0.058437,0.0955346082643978,1,2
0.092917,0.3669950653093207,1,1
0.10153,0.3454134982536943,1,1
0.1075809999999999,0.3095636098352368,1,1
0.1595479999999999,0.0576081536855053,1,1
0.1138219999999999,0.236177077883997,1,2
0.099157,0.3066819029508213,1,2
0.1305029999999999,0.3383080168067245,1,1
0.128015,0.2454465111000132,1,1
0.127555,0.2259975854538891,1,2
0.109348,0.146321006827307,1,2
0.1164859999999999,0.2365495953377823,1,2
0.132424,0.0786132673403734,1,2
0.12234,0.1281968440785855,1,2
0.097773,0.3656814275458494,1,1
0.1212339999999999,0.2351908540276561,1,1
0.100316,0.3415780179822502,1,2
0.1388899999999999,0.2352564151702788,1,2
0.137401,0.1439041311731295,1,2
0.112546,0.2988000832703813,1,2
0.173168,0.0872512318653097,1,2
0.102368,0.3535594046863851,1,2
0.136092,0.1220222187374598,1,2
0.100644,0.3476031512118854,1,2
0.109571,0.372745947391754,1,1
0.121146,0.2755042131029597,1,1
0.1137579999999999,0.122234702596051,1,2
0.123697,0.2322307543888055,1,2
0.1569689999999999,0.120140561974501,1,2
0.112813,0.2912432050707266,1,2
0.1095769999999999,0.336122648819886,1,2
0.0956249999999999,0.3611524738618942,1,2
0.1346399999999999,0.2885297253360368,1,2
0.073311,0.4185147956132984,1,1
0.1386959999999999,0.0568863732825238,1,2
0.113358,0.3075440001341724,1,2
0.1177589999999999,0.2386601888079156,1,2
0.077101,0.3775808784687927,1,2
0.149113,0.2284353484847365,1,2
0.100854,0.4125275984490303,1,2
0.100139,0.3404834181391954,1,2
0.097648,0.3440870676671307,1,1
0.117007,0.2698621120890516,1,1
0.091758,0.3586387838939693,1,1
0.099187,0.332272374762539,1,2
0.129483,0.267549718246427,1,2
0.0924619999999999,0.4000108798275331,1,2
0.11837,0.2441724002170168,1,2
0.1036769999999999,0.2953362892610713,1,2
0.1065839999999999,0.3084246508079872,1,2
0.0944549999999999,0.3582812334139775,1,2
0.092661,0.3552455131221353,1,1
0.1257889999999999,0.2056542003548775,1,1
0.107489,0.3808231456924479,1,1
0.107808,0.3212109416672135,1,2
0.129846,0.2383309599511587,1,1
0.0976869999999999,0.3748807256746012,1,2
0.10498,0.3484707166415438,1,2
0.0968,0.3534190261908596,1,2
0.140783,0.1652924273622302,1,2
0.148521,0.0877555712130556,1,2
0.088033,0.3563954924607758,1,2
0.0994279999999999,0.3265545565734854,1,2
0.0990269999999999,0.3314200814713835,1,2
0.090469,0.0004195066665821,1,1
0.092496,0.358981425079779,1,1
0.1156319999999999,0.3701439760769602,1,2
0.108427,0.1515576228920959,1,2
0.10754,0.278556719989748,1,2
0.118529,0.2684938280494419,1,1
0.112063,0.2225704749090404,1,2
0.115049,0.2728966145827328,1,2
0.11102,0.3407017454468086,1,1
0.1258409999999999,0.2123328527641036,1,2
0.157055,0.1427721111055732,1,2
0.090442,0.3262431660280344,1,2
0.12205,0.2779260415171822,1,2
0.1117129999999999,0.3343132419065193,1,1
0.175166,0.0985583632363298,1,2
0.125131,0.2380621028401663,1,2
0.117941,0.2582468680479591,1,2
0.087842,0.4090376125581276,1,2
0.1269039999999999,0.2974919770436035,1,1
0.106834,0.1353928054956017,1,2
0.1284949999999999,0.3182018148397083,1,1
0.150179,0.0640150706397199,1,2
0.096691,0.3265766023389689,1,1
0.0586659999999999,0.3388649558959233,1,2
0.123231,0.2395072610859722,1,1
0.128027,0.2263842159468652,1,2
0.1274419999999999,0.3374354313130933,1,2
0.1380279999999999,0.2254037628370142,1,1
0.148169,0.1761926457414899,1,1
0.132001,0.1568974997668074,1,2
0.091234,0.3490213425051012,1,2
0.108464,0.1768154239487617,1,1
0.1238789999999999,0.5394169240053965,1,2
0.149219,0.2490359894359157,1,1
0.14131,0.1722595985261188,1,2
0.158683,0.0891813132493357,1,1
0.1493629999999999,0.2299778348627723,1,2
0.0941939999999999,0.3195286297652138,1,1
0.134065,0.1843841787475519,1,2
0.155849,0.1108856107296122,1,1
0.125715,0.2363968593140443,1,2
0.147363,-0.0113759712412109,1,2
0.093241,0.3350884940396048,1,1
0.096884,0.2692374578682192,1,2
0.152618,0.2232416988470003,1,1
0.138925,0.250145881082135,1,2
0.165853,0.1266003485398713,1,1
0.125722,0.3729492797372334,1,1
0.12965,0.3599278612549705,1,1
0.154239,0.0698320873038876,1,1
0.0766489999999999,0.1613641871278757,1,1
0.176238,0.097330557867647,1,1
0.176276,0.1320852626400786,1,1
0.1513589999999999,0.0835402963656581,1,1
0.131233,0.2572156159946421,1,1
0.0690259999999999,0.3984154427781421,1,2
0.1018769999999999,0.2557034606551679,1,1
0.122179,0.2861102216514962,1,1
0.142079,0.0183225906469342,1,1
0.087668,0.2852243346009557,1,1
0.1703899999999999,-0.0219680972088209,1,2
0.146954,0.1874757619058259,1,1
0.0630259999999999,0.4649348115233965,1,2
0.16605,0.0191434441046323,1,1
0.159848,0.161096065252006,1,1
0.113618,0.3438648639171545,1,1
0.146302,0.067075794385125,1,1
0.1459829999999999,0.3275159144410672,1,2
0.117287,0.47403299215599,1,2
0.143106,0.2171258399152318,1,1
0.1291,0.0737506391521833,1,2
0.069128,0.382948862214765,1,2
0.087028,0.4695785170022024,1,2
0.1658759999999999,0.13759556498075,1,2
0.13965,0.221558927529843,1,2
0.078424,0.4790350639888584,1,1
0.149215,0.0952469252946861,1,1
0.1186719999999999,0.2716785116370291,1,2
0.131725,0.2502624034400137,1,1
0.0970159999999999,0.4868508793427892,1,1
0.1584449999999999,0.1131148273313824,1,1
0.0772829999999999,0.3748944146739745,1,2
0.1281719999999999,0.1556070313704507,1,2
0.1318019999999999,0.1535663563411374,1,1
0.162035,0.0645181233050614,1,1
0.0849449999999999,0.2915408973389364,1,2
0.091427,0.145294011623932,1,2
0.1186069999999999,0.4279141267653247,1,2
0.09784,0.3713002381866197,1,2
0.0691169999999999,0.3743781777102537,1,1
0.114171,0.1646071340858933,1,1
0.0940749999999999,0.4241257219565297,1,1
0.091854,0.4270946139085176,1,2
0.137237,0.6291035289968891,1,2
0.122233,0.2689286010932222,1,2
0.1150239999999999,0.3437976064368408,1,2
0.1271759999999999,0.0749213007223243,1,1
0.180195,0.1982391709270878,1,1
0.072137,0.2874914824303781,1,2
0.134414,0.124669785705033,1,2
0.0974579999999999,0.3505438131337265,1,2
0.1309,0.2078616979673317,1,2
0.119944,0.2461794150051561,1,2
0.170117,0.1404695356354428,1,2
0.108966,0.2662704830226001,1,2
0.1219549999999999,0.271843077942049,1,1
0.130133,-0.1578551386980392,1,1
0.0801109999999999,0.3315560596320456,1,2
0.128087,0.2624044890777601,1,2
0.1315729999999999,0.2120260347459851,1,1
0.125333,0.265905357327357,1,1
0.1252619999999999,0.2522027102298789,1,1
0.084983,0.407645422649446,1,2
0.166652,0.0990021558823995,1,1
0.086514,0.407579967472402,1,2
0.076533,0.2852549038585836,1,2
0.129268,0.3610649870977966,1,1
0.093,0.3146880913780572,1,1
0.179725,0.1011919862305943,1,2
0.1744089999999999,0.0977190123728477,1,2
0.166119,-0.0145930609217305,1,1
0.0952949999999999,0.3060120268261286,1,2
0.157821,0.1449221991308068,1,2
0.1087769999999999,0.1237694867195514,1,2
0.127061,0.2692001691245186,1,1
0.160761,0.0787618688803113,1,2
0.0965089999999999,0.3386989163512767,1,1
0.089393,0.3949305508006625,1,1
0.122608,0.2352265456347615,1,2
0.0936249999999999,0.3593425893360153,1,2
0.1220559999999999,0.334993189152029,1,1
0.100881,0.3760931704546613,1,2
0.135896,0.3226818970254537,1,1
0.113017,0.2615078256746047,1,2
0.0918179999999999,0.3742497377059114,1,2
0.072941,0.3544823271240018,1,2
0.100108,0.1996553942189866,1,2
0.0578459999999999,0.0335014448792477,1,1
0.087382,0.2815777969580177,1,2
0.1112969999999999,0.24105430565164,1,2
0.093016,0.3512922498789195,1,1
0.1295179999999999,0.2588558529422594,1,2
0.164815,0.1049617529410306,1,1
0.125804,0.2750988582578065,1,2
0.094246,0.3412458605522392,1,1
0.133436,0.14120736784657,1,1
0.1122899999999999,0.1426518915840442,1,2
0.1123619999999999,0.17948219380419,1,2
0.0966549999999999,0.3259339296631749,1,1
0.09091,0.4325846555262763,1,1
0.0935579999999999,0.3804226226618077,1,1
0.0951289999999999,0.3528586546141686,1,1
0.0751589999999999,0.3278870051108043,1,2
0.054941,0.0701708684931298,1,1
0.092434,0.371059228765386,1,1
0.16885,0.0553381541703973,1,2
0.1247049999999999,0.2407960932155133,1,2
0.146732,0.1504701326858978,1,1
0.1227649999999999,0.2973939809452575,1,1
0.0855689999999999,0.0307804960983818,1,2
0.0922419999999999,0.3768449048458591,1,2
0.09195,0.4294540835283092,1,1
0.1303129999999999,0.2417586828538525,1,1
0.087485,0.3964588232570791,1,2
0.0588799999999999,0.4667959873138476,1,1
0.133945,0.1077801224206935,1,2
0.057061,0.5229456811909681,1,1
0.123795,0.256917570073666,1,1
0.11378,0.0960461013671019,1,2
0.173541,0.0026233264897623,1,2
0.1538609999999999,-0.0158866434360794,1,2
0.116548,0.4864879054262226,1,1
0.1110139999999999,0.2795331847463448,1,2
0.168215,0.0434907610267177,1,2
0.1731709999999999,0.1317232216672987,1,1
0.106106,0.2681338339367999,1,1
0.050295,0.4841764685395593,1,2
0.1292869999999999,0.2679808714167045,1,1
0.12679,0.3549171552088843,1,1
0.093291,0.3794177211872228,1,2
0.103261,0.2887229175690737,1,2
0.099769,0.5604642288940704,1,2
0.066139,0.2022453933544763,1,1
0.132962,0.2333980187884212,1,1
0.0943149999999999,0.3538206579749503,1,1
0.0834639999999999,0.4699709987086195,1,1
0.1367729999999999,0.0833762587484551,1,2
0.114686,0.2480167417488477,1,1
0.1407949999999999,0.0878633398053804,1,2
0.142366,0.2875160179858231,1,1
0.096893,0.3459909164073872,1,1
0.159524,0.1733925090916711,1,1
0.129819,0.1927156758797323,1,1
0.1334499999999999,0.034130458604861,1,1
0.15127,0.1289069528543026,1,1
0.1024559999999999,0.3195058403462972,1,1
0.0524769999999999,0.4018137682149665,1,2
0.142239,0.1467738124997213,1,1
0.1556089999999999,-0.0256702851966305,1,2
0.0978919999999999,0.3344269664578666,1,2
0.1566429999999999,0.1139953402630916,1,1
0.1331329999999999,0.2134222131824181,1,1
0.133953,0.152295638045327,1,2
0.130873,0.3726116793328646,1,2
0.1494759999999999,0.1992121414561017,1,2
0.09581,0.3449989426262382,1,1
0.118597,0.2490142795912653,1,2
0.087388,0.3461869754291773,1,1
0.149625,0.1266847958323906,1,2
0.0887469999999999,0.4026626715789212,1,1
0.1200699999999999,0.3226684227566764,1,1
0.126902,0.3826372319907913,1,2
0.1153649999999999,0.3484522222333873,1,1
0.150842,0.0679340715203125,1,1
0.0999739999999999,0.3513170473569762,1,2
0.1309289999999999,0.378789747519053,1,2
0.100331,0.3335864865527412,1,1
0.1307299999999999,0.2019626803626911,1,2
0.129745,0.2610644809087361,1,1
0.093339,0.3762835885498002,1,1
0.132474,0.1210396148150309,1,1
0.087547,0.3992430447215919,1,1
0.110228,0.3367401430576857,1,2
0.125272,0.1408280844796857,1,1
0.107562,0.3312663852265319,1,2
0.1072299999999999,0.332678084332744,1,1
